Coos|01135848|[-2276461.1983000003, 2521091.5402000006, -2205588.7077, 2625118.327100001]
Harney|01135852|[-1928196.8592000008, 2322878.9803, -1759130.0009000008, 2566338.4328]
Hood River|01155131|[-1999600.4904999994, 2740821.9986000005, -1958958.9439999994, 2795738.2549000005]
Morrow|01135860|[-1863167.5645000003, 2666473.440199999, -1790735.9941000002, 2774449.1138999993]
Bailey|01383794|[-647057.7570999991, 1216586.4749999996, -603646.2849999991, 1273765.6711999995]
Umatilla|01156673|[-1810311.6285999995, 2654393.4265, -1689721.6296999995, 2771459.6467]
Briscoe|01383808|[-499424.4037999995, 1261688.9417000003, -448864.53789999953, 1312849.6507000003]
Castro|01383820|[-595489.3232000005, 1267248.5701000001, -544383.0578000004, 1318825.8120000002]
Crosby|01383839|[-513193.12780000083, 1159977.4028000003, -463012.2218000008, 1210991.1208000004]
Columbia|01513273|[-1702063.8778000008, 2746398.634299999, -1653628.5438000008, 2821652.097799999]
Island|01513272|[-1983495.9440000001, 3041727.6468, -1953290.6436, 3100355.762]
Kitsap|01529223|[-2020965.3553, 2992106.775800001, -1972586.2874, 3050423.621400001]
Lewis|01531927|[-2080985.8135000002, 2860095.4120000005, -1922606.2989000003, 2944750.9464000007]
Gaines|01383868|[-659446.4319000002, 1069015.1393, -576468.3292000002, 1123117.0535]
Hale|01383880|[-558896.7660000008, 1210991.1207999997, -507927.2920000008, 1267795.2528999997]
Pend Oreille|01529157|[-1600836.9680000003, 2957628.5559, -1545551.8531000004, 3066506.8424]
